Time,Series 1,Series 2,Series 3
27/07/2016,109.8137,0.0654,11.7201
30/07/2016,109.8419,0.0635,11.723
31/07/2016,110.2451,0.0635,11.766
1/8/2016,110.4703,0.0631,11.7901
2/8/2016,109.6168,0.065,11.699
3/8/2016,108.5383,0.0675,11.5841
6/8/2016,106.8126,0.0672,11.3999
7/8/2016,107.5254,0.0596,11.4757
8/8/2016,106.6344,0.0589,11.3806
9/8/2016,107.6379,0.0566,11.4876
10/8/2016,107.6379,0.0765,11.4894
13/08/2016,107.4972,0.0779,11.4748
14/08/2016,108.1537,0.0788,11.5451
15/08/2016,107.8255,0.0809,11.5109
16/08/2016,107.6004,0.0811,11.4869
17/08/2016,107.5535,0.0843,11.4835
20/08/2016,109.4573,0.0833,11.6862
21/08/2016,108.9228,0.0806,11.6279
22/08/2016,108.5664,0.0817,11.5903
23/08/2016,108.0318,0.0825,11.5336
24/08/2016,107.4597,0.0846,11.4737
28/08/2016,107.9943,0.0852,11.5311
29/08/2016,107.4691,0.0859,11.4755
30/08/2016,107.0096,0.0864,11.4267
31/08/2016,107.2159,0.087,11.4491
3/9/2016,106.6438,0.1019,11.4055
4/9/2016,107.319,0.1157,11.5103
5/9/2016,106.0529,0.1171,11.3788
6/9/2016,106.4656,0.1154,11.4178
7/9/2016,106.4468,0.1235,11.4431
10/9/2016,106.7657,0.1255,11.4851
11/9/2016,107.1971,0.1278,11.541
12/9/2016,110.3108,0.1236,11.8591
13/09/2016,111.258,0.1092,11.9147
14/09/2016,110.5265,0.1078,11.8329
17/09/2016,109.4667,0.1118,11.7296
18/09/2016,109.1572,0.1181,11.7152
19/09/2016,107.8724,0.1208,11.5865
20/09/2016,107.4034,0.1254,11.5535
21/09/2016,105.8278,0.1337,11.42
24/09/2016,106.4468,0.1384,11.5107
25/09/2016,106.8876,0.1371,11.5517
26/09/2016,107.8911,0.1356,11.6522
27/09/2016,108.8639,0.1336,11.7474
28/09/2016,108.25,0.1333,11.6796
1/10/2016,108.9111,0.137,11.77
2/10/2016,108.1556,0.1384,11.6957
3/10/2016,105.2751,0.1428,11.4079
4/10/2016,102.1207,0.1434,11.0695
5/10/2016,101.0063,0.1314,10.8898
8/10/2016,100.4302,0.1373,10.8549
9/10/2016,102.5835,0.1427,11.1158
10/10/2016,103.7262,0.1352,11.2005
11/10/2016,102.0829,0.1364,11.0291
12/10/2016,101.9129,0.14,11.0286
15/10/2016,100.4491,0.1428,10.8853
16/10/2016,99.4007,0.1424,10.7696
17/10/2016,97.5497,0.1515,10.6203
18/10/2016,99.0324,0.1427,10.7309
19/10/2016,97.6725,0.1433,10.5869
22/10/2016,99.023,0.1388,10.7102
23/10/2016,100.7702,0.1354,10.8823
24/10/2016,102.9612,0.1297,11.0931
25/10/2016,102.9235,0.1546,11.2257
26/10/2016,102.3568,0.1598,11.1993
29/10/2016,103.0273,0.162,11.2888
30/10/2016,103.509,0.1635,11.3526
31/10/2016,105.2845,0.1604,11.5242
1/11/2016,106.1345,0.155,11.5786
2/11/2016,105.1051,0.1549,11.4658
5/11/2016,102.8951,0.1581,11.2463
6/11/2016,103.4995,0.1544,11.2869
7/11/2016,101.3652,0.1562,11.0664
8/11/2016,103.9529,0.1497,11.3057
9/11/2016,103.8773,0.1371,11.2265
12/11/2016,104.6706,0.1402,11.3281
13/11/2016,102.4229,0.143,11.1001
14/11/2016,101.6579,0.1709,11.2069
16/11/2016,100.7229,0.1756,11.142
19/11/2016,103.1879,0.1712,11.3778
20/11/2016,103.6223,0.1624,11.357
21/11/2016,104.7745,0.1654,11.5064
22/11/2016,103.9434,0.1647,11.4099
23/11/2016,105.0106,0.1818,11.6717
26/11/2016,106.0023,0.1783,11.7493
27/11/2016,101.2707,0.1845,11.2801
29/11/2016,99.3441,0.166,10.9143
30/11/2016,97.5497,0.1651,10.7107
3/12/2016,95.7269,0.1644,10.5054
4/12/2016,94.792,0.1627,10.3913
5/12/2016,95.4058,0.1607,10.4453
6/12/2016,95.5003,0.1609,10.4565
7/12/2016,94.7164,0.1623,10.3806
10/12/2016,93.5075,0.1661,10.2739
11/12/2016,93.0636,0.1684,10.2413
12/12/2016,91.8831,0.1702,10.1241
13/12/2016,91.0898,0.1682,10.0224
14/12/2016,88.9365,0.1702,9.7995
17/12/2016,87.0193,0.1606,9.5261
19/12/2016,90.627,0.1413,9.8135
20/12/2016,91.647,0.1137,9.8245
21/12/2016,91.4487,0.1161,9.8092
24/12/2016,92.1948,0.1145,9.8852
26/12/2016,93.7909,0.112,10.0503
27/12/2016,92.4579,0.1101,9.9032
28/12/2016,95.8664,0.0998,10.2499
31/12/2016,95.9331,0.0736,10.2394
1/1/2017,95.7522,0.0773,10.2209
2/1/2017,95.5903,0.078,10.2038
3/1/2017,95.5808,0.0857,10.2059
4/1/2017,95.1238,0.0864,10.1575
7/1/2017,96.1044,0.0862,10.2621
8/1/2017,96.809,0.1037,10.3567
9/1/2017,97.5897,0.1028,10.4387
10/1/2017,97.9896,0.1017,10.4796
11/1/2017,99.5796,0.1001,10.6472
15/01/2017,98.0086,0.0968,10.4749
16/01/2017,97.7611,0.0927,10.444
17/01/2017,97.8182,0.0942,10.4516
18/01/2017,98.4371,0.0937,10.5172
21/01/2017,98.9036,0.0942,10.5676
22/01/2017,99.1797,0.0935,10.5963
23/01/2017,99.4082,0.0932,10.6205
24/01/2017,98.5418,0.0939,10.5286
25/01/2017,98.9036,0.0921,10.5655
28/01/2017,99.2559,0.0926,10.6036
29/01/2017,98.8179,0.0927,10.5569
30/01/2017,98.7703,0.0963,10.5557
31/01/2017,97.4755,0.0978,10.4192
1/2/2017,96.5043,0.0945,10.3115
4/2/2017,96.0473,0.0932,10.2614
5/2/2017,97.6849,0.0927,10.4359
6/2/2017,98.1515,0.0872,10.4813
7/2/2017,97.5136,0.0883,10.4139
8/2/2017,100.4936,0.0965,10.7401
12/2/2017,100.1413,0.0806,10.6905
13/02/2017,100.6269,0.1002,10.7593
14/02/2017,100.4174,0.0999,10.7366
15/02/2017,99.9699,0.1037,10.6949
18/02/2017,101.0173,0.1026,10.8049
19/02/2017,100.2461,0.1038,10.7246
20/02/2017,100.1223,0.1043,10.7123
21/02/2017,99.3606,0.1272,10.695
22/02/2017,99.4273,0.1265,10.6994
25/02/2017,99.1988,0.1268,10.6761
26/02/2017,99.1226,0.1281,10.6731
27/02/2017,98.7513,0.1288,10.6356
28/02/2017,98.0372,0.1294,10.5612
1/3/2017,98.0753,0.1294,10.5653
4/3/2017,99.3511,0.1279,10.6968
5/3/2017,99.0559,0.1268,10.6607
6/3/2017,99.3892,0.1557,10.8471
7/3/2017,100.2937,0.1571,10.9556
8/3/2017,101.4457,0.1556,11.0713
11/3/2017,102.055,0.1623,11.1843
12/3/2017,101.6837,0.1642,11.1575
13/03/2017,99.5129,0.1672,10.942
14/03/2017,97.942,0.1614,10.7272
15/03/2017,94.981,0.1609,10.3997
18/03/2017,94.1907,0.1417,10.2015
19/03/2017,95.1333,0.1366,10.2789
20/03/2017,94.8096,0.1379,10.2499
21/03/2017,95.8855,0.1355,10.355
22/03/2017,96.3806,0.1379,10.4198
25/03/2017,99.6272,0.1336,10.7507
26/03/2017,100.1032,0.1198,10.7489
27/03/2017,100.3032,0.1228,10.7804
28/03/2017,101.2722,0.1286,10.9065
29/03/2017,101.0323,0.1294,10.8839
1/4/2017,101.3585,0.1287,10.9164
2/4/2017,100.6102,0.1298,10.8403
3/4/2017,101.0611,0.1418,10.946
4/4/2017,101.915,0.141,11.0345
5/4/2017,106.6927,0.1345,11.5176
8/4/2017,105.4743,0.1056,11.2873
9/4/2017,106.5871,0.1024,11.4004
10/4/2017,109.6572,0.0981,11.7217
11/4/2017,108.8513,0.0823,11.621
15/04/2017,108.9856,0.0824,11.6354
16/04/2017,109.1199,0.0893,11.6543
17/04/2017,108.9376,0.092,11.6373
18/04/2017,108.9952,0.0936,11.6451
19/04/2017,109.8202,0.0928,11.7324
22/04/2017,111.4032,0.0908,11.8995
23/04/2017,111.3361,0.0856,11.8881
24/04/2017,110.4822,0.0875,11.7983
25/04/2017,110.7221,0.1071,11.8522
26/04/2017,111.4032,0.1067,11.9242
29/04/2017,110.4151,0.1068,11.8187
30/04/2017,108.6114,0.1091,11.631
1/5/2017,108.0358,0.1086,11.5682
2/5/2017,107.9494,0.1087,11.559
3/5/2017,107.9399,0.111,11.5638
6/5/2017,105.0042,0.1143,11.2582
7/5/2017,105.8388,0.1003,11.3169
8/5/2017,105.4359,0.1,11.2733
9/5/2017,106.7886,0.102,11.4212
10/5/2017,106.2705,0.1003,11.363
13/05/2017,106.827,0.0996,11.4213
14/05/2017,107.1915,0.0994,11.46
15/05/2017,106.3185,0.1005,11.3685
16/05/2017,104.2271,0.1026,11.1483
17/05/2017,105.2536,0.0953,11.2473
21/05/2017,104.1119,0.0945,11.1244
22/05/2017,103.8241,0.1061,11.1118
23/05/2017,102.7112,0.1111,11.0038
24/05/2017,101.6559,0.109,10.8858
27/05/2017,102.1356,0.1055,
28/05/2017,105.2824,0.1024,
29/05/2017,105.6565,0.0871,
30/05/2017,105.8868,0.087,
31/05/2017,104.7259,0.0884,
3/6/2017,105.858,0.0851,
4/6/2017,106.1842,0.0847,
5/6/2017,104.8315,0.0903,
6/6/2017,105.0905,0.0867,
7/6/2017,105.3591,0.0898,
10/6/2017,104.7835,0.0906,
11/6/2017,106.213,0.0912,
12/6/2017,105.4455,0.0894,
13/06/2017,105.7141,0.0927,
14/06/2017,104.9946,0.0933,
17/06/2017,104.2462,0.0953,
18/06/2017,103.3828,0.0939,
19/06/2017,104.0736,0.0913,
20/06/2017,104.4189,0.0914,
21/06/2017,107.2587,0.089,
24/06/2017,109.0623,0.0916,
25/06/2017,109.1775,0.086,
26/06/2017,109.0035,0.103,
28/06/2017,109.6509,0.1038,
1/7/2017,109.0518,0.1105,
2/7/2017,109.5156,0.1153,
3/7/2017,109.1968,0.1151,
4/7/2017,110.2403,0.1186,
5/7/2017,111.3997,0.1198,
8/7/2017,110.047,0.1401,
9/7/2017,111.2257,0.1385,
10/7/2017,110.134,0.1465,
11/7/2017,110.791,0.1465,
12/7/2017,109.6992,0.1484,
15/07/2017,110.4045,0.1472,
16/07/2017,112.4238,0.1455,
17/07/2017,112.8779,0.1453,
18/07/2017,111.7958,0.1477,
19/07/2017,112.2885,0.1472,
22/07/2017,111.9311,0.1491,
23/07/2017,111.6798,0.1568,
24/07/2017,112.076,0.157,
25/07/2017,109.1195,0.1618,
26/07/2017,109.1098,0.1571,
29/07/2017,105.8635,0.1683,
30/07/2017,106.6944,0.1558,
31/07/2017,104.3756,0.1653,
1/8/2017,106.1437,0.1564,
2/8/2017,106.0277,0.1542,
5/8/2017,104.0374,0.1571,
6/8/2017,105.6413,0.1511,
7/8/2017,101.2548,0.1584,
8/8/2017,101.6413,0.1264,
9/8/2017,104.0761,0.1238,
12/8/2017,105.0133,0.1181,
13/08/2017,103.6799,0.1204,
14/08/2017,103.9698,0.1154,
15/08/2017,105.0422,0.1192,
16/08/2017,102.4336,0.1216,
19/08/2017,103.2548,0.1082,
20/08/2017,102.163,0.1092,
21/08/2017,103.1872,0.1041,
22/08/2017,105.5253,0.1104,
23/08/2017,106.1437,0.1118,
27/08/2017,104.8877,0.1129,
28/08/2017,106.1533,0.1147,
29/08/2017,108.5688,0.111,
30/08/2017,108.8006,0.1124,
2/9/2017,111.4963,0.1104,
3/9/2017,112.9165,0.1026,
4/9/2017,113.2257,0.1043,
5/9/2017,113.9214,0.1036,
6/9/2017,116.1629,0.1138,
9/9/2017,115.1291,0.1098,
10/9/2017,114.559,0.1094,
11/9/2017,115.7088,0.1078,
12/9/2017,115.3416,0.1149,
13/09/2017,114.8779,0.1159,
16/09/2017,114.8585,0.1153,
17/09/2017,113.361,0.1169,
18/09/2017,114.0083,0.1128,
19/09/2017,113.0711,0.1136,
20/09/2017,113.7378,0.1111,
23/09/2017,113.7088,0.1123,
24/09/2017,111.6412,0.1156,
25/09/2017,109.419,0.1159,
26/09/2017,109.2632,0.1055,
27/09/2017,111.6298,0.1026,
30/09/2017,111.3863,0.0988,
1/10/2017,108.9028,0.1,
2/10/2017,109.6917,0.0832,
3/10/2017,111.2305,0.0842,
4/10/2017,113.1101,0.0842,
7/10/2017,113.412,0.0832,
8/10/2017,116.8305,0.0809,
9/10/2017,116.5578,0.0669,
10/10/2017,117.2103,0.0662,
11/10/2017,117.4148,0.0664,
14/10/2017,120.3268,0.0673,
15/10/2017,121.5345,0.0551,
16/10/2017,121.8559,0.0538,
17/10/2017,121.7682,0.0542,
18/10/2017,122.7421,0.0535,
21/10/2017,123.2096,0.0524,
22/10/2017,123.1317,0.0528,
23/10/2017,122.4499,0.0534,
24/10/2017,121.6611,0.0579,
25/10/2017,124.4659,0.0623,
28/10/2017,125.4593,0.0516,
29/10/2017,125.732,0.0548,
30/10/2017,125.9268,0.0558,
31/10/2017,126.6085,0.0556,
1/11/2017,126.9786,0.0554,
4/11/2017,126.5306,0.0705,
5/11/2017,125.7905,0.0726,
6/11/2017,125.1282,0.0717,
7/11/2017,125.2451,0.0705,
8/11/2017,126.1508,0.0703,
11/11/2017,127.2124,0.0705,
12/11/2017,127.1734,0.07,
13/11/2017,126.2482,0.0705,
14/11/2017,126.5404,0.0685,
15/11/2017,127.3779,0.0692,
18/11/2017,128.0597,0.0687,
19/11/2017,128.235,0.0692,
20/11/2017,128.6148,0.0691,
22/11/2017,128.3226,0.0709,
25/11/2017,128.0402,0.0753,
26/11/2017,126.3943,0.076,
27/11/2017,128.8875,0.0771,
28/11/2017,129.5887,0.0719,
29/11/2017,131.5171,0.0707,
2/12/2017,130.9035,0.0699,
3/12/2017,130.9912,0.0703,
4/12/2017,130.6795,0.0723,
5/12/2017,134.4193,0.0746,
6/12/2017,133.2409,0.0617,
9/12/2017,133.7571,0.0607,
10/12/2017,134.5751,0.0622,
11/12/2017,134.4388,0.0615,
12/12/2017,133.7668,0.0618,
13/12/2017,133.6597,0.0724,
16/12/2017,133.6207,0.0733,
17/12/2017,133.9908,0.0788,
19/12/2017,135.4127,0.0778,
20/12/2017,135.5101,0.0784,
23/12/2017,135.0134,0.0876,
24/12/2017,135.7633,0.0882,
26/12/2017,137.4092,0.0897,
27/12/2017,135.5959,0.0928,
30/12/2017,135.4881,0.0908,
31/12/2017,133.1847,0.0925,
1/1/2018,134.2237,0.088,
2/1/2018,134.7138,0.087,
3/1/2018,133.371,0.0877,
6/1/2018,134.4785,0.0855,
7/1/2018,136.0468,0.0838,
8/1/2018,134.0081,0.0853,
9/1/2018,134.5275,0.0847,
10/1/2018,135.4587,0.0839,
14/01/2018,134.1257,0.086,
15/01/2018,133.9688,0.0942,
16/01/2018,133.8316,0.1159,
17/01/2018,130.5089,0.1192,
20/01/2018,129.4111,0.131,
21/01/2018,131.7635,0.1429,
22/01/2018,131.5674,0.1599,
23/01/2018,133.1945,0.1661,
24/01/2018,129.7345,0.1749,
27/01/2018,130.7245,0.1846,
28/01/2018,132.6064,0.1939,
29/01/2018,134.8608,0.2772,
30/01/2018,134.8804,0.306,
31/01/2018,134.4491,0.3106,
3/2/2018,135.0078,0.3261,
4/2/2018,135.2627,0.428,
5/2/2018,135.2627,0.483,
6/2/2018,135.1451,0.4972,
7/2/2018,134.7334,0.5179,
11/2/2018,132.9495,0.5274,
12/2/2018,134.7628,0.5202,
13/02/2018,134.7628,0.5196,
14/02/2018,133.1161,0.5654,
17/02/2018,129.5385,0.5875,
18/02/2018,123.7555,0.6301,
19/02/2018,124.128,0.6341,
20/02/2018,118.9625,0.6645,
21/02/2018,113.8069,0.694,
24/02/2018,119.1096,0.6671,
25/02/2018,114.64,0.6907,
26/02/2018,117.4727,0.6733,
27/02/2018,111.7093,0.7185,
28/02/2018,105.9362,0.7552,
3/3/2018,91.5865,0.8739,
4/3/2018,98.7025,0.7726,
5/3/2018,94.0566,0.8014,
6/3/2018,86.3035,0.8683,
7/3/2018,101.8489,0.7216,
10/3/2018,86.6073,0.7507,
11/3/2018,91.9002,0.6385,
12/3/2018,82.226,0.7054,
13/03/2018,83.608,0.639,
14/03/2018,81.8437,0.6518,
17/03/2018,77.4624,0.6856,
18/03/2018,86.6759,0.596,
19/03/2018,89.9105,0.5249,
20/03/2018,96.1737,0.4852,
21/03/2018,89.3224,0.5027,
24/03/2018,91.6454,0.4619,
25/03/2018,88.2442,0.4809,
26/03/2018,82.6867,0.5049,
27/03/2018,85.7742,0.458,
28/03/2018,83.2389,0.4676,
31/03/2018,88.5967,0.4329,
1/4/2018,89.7653,0.4053,
2/4/2018,93.39,0.3945,
3/4/2018,101.7683,0.3577,
7/4/2018,97.2424,0.3241,
8/4/2018,94.5784,0.3388,
9/4/2018,89.9138,0.3539,
10/4/2018,86.4872,0.3725,
11/4/2018,94.2615,0.3337,
14/04/2018,90.825,0.2918,
15/04/2018,88.1906,0.2896,
16/04/2018,88.4778,0.2809,
17/04/2018,88.5273,0.322,
18/04/2018,89.8346,0.3394,
21/04/2018,93.7069,0.3276,
22/04/2018,94.3704,0.3197,
23/04/2018,96.9156,0.3121,
24/04/2018,94.8359,0.3139,
25/04/2018,92.3501,0.3377,
28/04/2018,91.2508,0.3362,
29/04/2018,91.1122,0.3445,
30/04/2018,89.3988,0.3512,
1/5/2018,90.3298,0.351,
2/5/2018,91.8054,0.3628,
5/5/2018,89.1017,0.4298,
6/5/2018,86.1901,0.4408,
7/5/2018,83.2191,0.4465,
8/5/2018,86.6754,0.4163,
9/5/2018,85.071,0.4236,
12/5/2018,89.5771,0.3991,
13/05/2018,87.8143,0.3936,
14/05/2018,90.4486,0.3797,
15/05/2018,89.2998,0.3803,
16/05/2018,88.6066,0.3911,
20/05/2018,94.8953,0.3708,
21/05/2018,100.3917,0.3429,
22/05/2018,98.8963,0.3255,
23/05/2018,96.3709,0.3346,
26/05/2018,97.6485,0.3266,
27/05/2018,97.9753,0.3241,
28/05/2018,103.2637,0.312,
29/05/2018,105.4128,0.2896,
30/05/2018,110.1566,0.2744,
2/6/2018,112.3551,0.2536,
3/6/2018,109.4732,0.28,
4/6/2018,105.0365,0.2918,
5/6/2018,96.2719,0.3086,
6/6/2018,98.9062,0.2411,
9/6/2018,100.2729,0.2317,
10/6/2018,101.0751,0.2312,
11/6/2018,98.52,0.2369,
12/6/2018,97.9852,0.2369,
13/06/2018,96.8661,0.2399,
16/06/2018,95.8163,0.2411,
17/06/2018,96.9849,0.2375,
18/06/2018,93.7465,0.2465,
19/06/2018,97.0146,0.2263,
20/06/2018,91.6965,0.2331,
23/06/2018,92.1025,0.202,
24/06/2018,93.1523,0.2001,
